150927,察哈尔右翼中旗,察哈尔右翼中旗,内蒙古,150900,013550
150928,察哈尔右翼后旗,察哈尔右翼后旗,内蒙古,150900,012400
150929,四子王旗,四子王旗,内蒙古,150900,011800
150981,丰镇市,丰镇市,内蒙古,150900,012100
150982,其它区,其它区,内蒙古,150900,
152200,兴安盟,兴安,内蒙古,150000,137401
152201,乌兰浩特市,乌兰浩特市,内蒙古,152200,137400
152202,阿尔山市,阿尔山市,内蒙古,152200,137800
152221,科尔沁右翼前旗,科尔沁右翼前旗,内蒙古,152200,137400
152222,科尔沁右翼中旗,科尔沁右翼中旗,内蒙古,152200,029400
152223,扎赉特旗,扎赉特旗,内蒙古,152200,137600
152224,突泉县,突泉县,内蒙古,152200,137500
152225,其它区,其它区,内蒙古,152200,
152500,锡林郭勒盟,锡林郭勒,内蒙古,150000,026021
152501,二连浩特市,二连浩特市,内蒙古,152500,011100
152502,锡林浩特市,锡林浩特市,内蒙古,152500,026000
152522,阿巴嘎旗,阿巴嘎旗,内蒙古,152500,011400
152523,苏尼特左旗,苏尼特左旗,内蒙古,152500,011300
152524,苏尼特右旗,苏尼特右旗,内蒙古,152500,011200
152525,东乌珠穆沁旗,东乌珠穆沁旗,内蒙古,152500,026300
152526,西乌珠穆沁旗,西乌珠穆沁旗,内蒙古,152500,026200
152527,太仆寺旗,太仆寺旗,内蒙古,152500,027000
152528,镶黄旗,镶黄旗,内蒙古,152500,013250
152529,正镶白旗,正镶白旗,内蒙古,152500,013800
152530,正蓝旗,正蓝旗,内蒙古,152500,027200
152531,多伦县,多伦县,内蒙古,152500,027300
152532,其它区,其它区,内蒙古,152500,
152900,阿拉善盟,阿拉善,内蒙古,150000,750306
152921,阿拉善左旗,阿拉善左旗,内蒙古,152900,750300
152922,阿拉善右旗,阿拉善右旗,内蒙古,152900,737300
152923,额济纳旗,额济纳旗,内蒙古,152900,735400
152924,其它区,其它区,内蒙古,152900,
210000,辽宁省,辽宁,辽宁,1,
210100,沈阳市,沈阳,辽宁,210000,110000
210102,和平区,和平区,辽宁,210100,110002
210103,沈河区,沈河区,辽宁,210100,110013
210104,大东区,大东区,辽宁,210100,110044
210105,皇姑区,皇姑区,辽宁,210100,110031
210106,铁西区,铁西区,辽宁,210100,110023
210111,苏家屯区,苏家屯区,辽宁,210100,110102
210112,东陵区,东陵区,辽宁,210100,110015
210113,新城子区,新城子区,辽宁,210100,110121
210114,于洪区,于洪区,辽宁,210100,110024
210122,辽中县,辽中县,辽宁,210100,110200
210123,康平县,康平县,辽宁,210100,110500
210124,法库县,法库县,辽宁,210100,110400
210181,新民市,新民市,辽宁,210100,110300
210182,浑南新区,浑南新区,辽宁,210100,
210183,张士开发区,张士开发区,辽宁,210100,
210184,沈北新区,沈北新区,辽宁,210100,
210185,其它区,其它区,辽宁,210100,
210200,大连市,大连,辽宁,210000,116000
210202,中山区,中山区,辽宁,210200,116001
210203,西岗区,西岗区,辽宁,210200,116011
210204,沙河口区,沙河口区,辽宁,210200,116021
210211,甘井子区,甘井子区,辽宁,210200,116033
210212,旅顺口区,旅顺口区,辽宁,210200,116041
210213,金州区,金州区,辽宁,210200,116100
210224,长海县,长海县,辽宁,210200,116500
210251,开发区,开发区,辽宁,210200,
210281,瓦房店市,瓦房店市,辽宁,210200,116300
210282,普兰店市,普兰店市,辽宁,210200,116200
210283,庄河市,庄河市,辽宁,210200,116400
210297,岭前区,岭前区,辽宁,210200,
210298,其它区,其它区,辽宁,210200,
210300,鞍山市,鞍山,辽宁,210000,114000
210302,铁东区,铁东区,辽宁,210300,114001
210303,铁西区,铁西区,辽宁,210300,110023
210304,立山区,立山区,辽宁,210300,114031
210311,千山区,千山区,辽宁,210300,114041
210321,台安县,台安县,辽宁,210300,114100
210323,岫岩满族自治县,岫岩满族自治县,辽宁,210300,114300
210351,高新区,高新区,辽宁,210300,
210381,海城市,海城市,辽宁,210300,114200
210382,其它区,其它区,辽宁,210300,
210400,抚顺市,抚顺,辽宁,210000,113000
210402,新抚区,新抚区,辽宁,210400,113006
210403,东洲区,东洲区,辽宁,210400,113003
210404,望花区,望花区,辽宁,210400,113001
210411,顺城区,顺城区,辽宁,210400,113006
210421,抚顺县,抚顺县,辽宁,210400,113100
210422,新宾满族自治县,新宾满族自治县,辽宁,210400,113200
210423,清原满族自治县,清原满族自治县,辽宁,210400,113300
210424,其它区,其它区,辽宁,210400,
210500,本溪市,本溪,辽宁,210000,117000
210502,平山区,平山区,辽宁,210500,117000
210503,溪湖区,溪湖区,辽宁,210500,117002
210504,明山区,明山区,辽宁,210500,117021
210505,南芬区,南芬区,辽宁,210500,117014
210521,本溪满族自治县,本溪满族自治县,辽宁,210500,117100
210522,桓仁满族自治县,桓仁满族自治县,辽宁,210500,117200
210523,其它区,其它区,辽宁,210500,
210600,丹东市,丹东,辽宁,210000,118000
210602,元宝区,元宝区,辽宁,210600,118000
210603,振兴区,振兴区,辽宁,210600,118002
210604,振安区,振安区,辽宁,210600,118001
210624,宽甸满族自治县,宽甸满族自治县,辽宁,210600,118200
210681,东港市,东港市,辽宁,210600,118300
210682,凤城市,凤城市,辽宁,210600,118100
210683,其它区,其它区,辽宁,210600,
210700,锦州市,锦州,辽宁,210000,121000
210702,古塔区,古塔区,辽宁,210700,121001
210703,凌河区,凌河区,辽宁,210700,121000
210711,太和区,太和区,辽宁,210700,121011
210726,黑山县,黑山县,辽宁,210700,121400
210727,义县,义县,辽宁,210700,121100
